year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1985,Physics,The Nobel Prize in Physics,for the discovery of the quantized Hall effect,1,126,Individual,Klaus von Klitzing,28/06/1943,Schroda,German-occupied Poland,male,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,,,
1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,02-Jan,433,Individual,Joseph L. Goldstein,18/04/1940,"Sumter, SC",USA,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,
1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,02-Jan,432,Individual,Michael S. Brown,13/04/1941,"New York, NY",USA,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,
1986,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the dynamics of chemical elementary processes,03-Jan,264,Individual,Dudley R. Herschbach,18/06/1932,"San José, CA",USA,male,Harvard University,"Cambridge, MA",USA,,,
1986,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the dynamics of chemical elementary processes,03-Jan,266,Individual,John C. Polanyi,23/01/1929,Berlin,Germany,male,University of Toronto,Toronto,Canada,,,
1986,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the dynamics of chemical elementary processes,03-Jan,265,Individual,Yuan T. Lee,19/11/1936,Hsinchu,Taiwan,male,University of California,"Berkeley, CA",USA,,,
1986,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,1,700,Individual,James M. Buchanan Jr.,03/10/1919,"Murfreesboro, TN",USA,male,Center for Study of Public Choice,"Fairfax, VA",USA,09/01/2013,"Blacksburg, VA",USA
1986,Literature,The Nobel Prize in Literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,1,663,Individual,Wole Soyinka,13/07/1934,Abeokuta,Nigeria,male,,,,,,
1986,Peace,The Nobel Peace Prize,"for being a messenger to mankind: his message is one of peace, atonement and dignity",1,548,Individual,Elie Wiesel,30/09/1928,Sighet,Romania,male,,,,02/07/2016,"New York, NY",USA
1986,Physics,The Nobel Prize in Physics,"for his fundamental work in electron optics, and for the design of the first electron microscope",02-Jan,127,Individual,Ernst Ruska,25/12/1906,Heidelberg,Germany,male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,27/05/1988,West Berlin,Germany
1986,Physics,The Nobel Prize in Physics,for their design of the scanning tunneling microscope,04-Jan,128,Individual,Gerd Binnig,20/07/1947,Frankfurt-on-the-Main,West Germany,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,
1986,Physics,The Nobel Prize in Physics,for their design of the scanning tunneling microscope,04-Jan,129,Individual,Heinrich Rohrer,06/06/1933,Buchs,Switzerland,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,16/05/2013,Wollerau,Switzerland
1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of growth factors,02-Jan,435,Individual,Rita Levi-Montalcini,22/04/1909,Turin,Italy,female,Institute of Cell Biology of the C.N.R.,Rome,Italy,30/12/2012,Rome,Italy
1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of growth factors,02-Jan,434,Individual,Stanley Cohen,17/11/1922,"Brooklyn, NY",USA,male,Vanderbilt University School of Medicine,"Nashville, TN",USA,05/02/2020,"Nashville, TN",USA
1987,Chemistry,The Nobel Prize in Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,03-Jan,269,Individual,Charles J. Pedersen,03/10/1904,Pusan,Korea,male,Du Pont,"Wilmington, DE",USA,26/10/1989,"Salem, NJ",USA
1987,Chemistry,The Nobel Prize in Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,03-Jan,267,Individual,Donald J. Cram,22/04/1919,"Chester, VT",USA,male,University of California,"Los Angeles, CA",USA,17/06/2001,"Palm Desert, CA",USA
1987,Chemistry,The Nobel Prize in Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,03-Jan,268,Individual,Jean-Marie Lehn,30/09/1939,Rosheim,France,male,Université Louis Pasteur,Strasbourg,France,,,
1987,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his contributions to the theory of economic growth,1,701,Individual,Robert M. Solow,23/08/1924,"Brooklyn, NY",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
1987,Literature,The Nobel Prize in Literature,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",1,664,Individual,Joseph Brodsky,24/05/1940,Leningrad,USSR,male,,,,28/01/1996,"New York, NY",USA
1987,Peace,The Nobel Peace Prize,for his work for lasting peace in Central America,1,549,Individual,Oscar Arias Sánchez,13/09/1940,Heredia,Costa Rica,male,,,,,,
1987,Physics,The Nobel Prize in Physics,for their important break-through in the discovery of superconductivity in ceramic materials,02-Jan,130,Individual,J. Georg Bednorz,16/05/1950,Neuenkirchen,West Germany,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,
1987,Physics,The Nobel Prize in Physics,for their important break-through in the discovery of superconductivity in ceramic materials,02-Jan,131,Individual,K. Alexander Müller,20/04/1927,Basel,Switzerland,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,09/01/2023,Zurich,Switzerland
1987,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity,1,436,Individual,Susumu Tonegawa,05/09/1939,Nagoya,Japan,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
1988,Chemistry,The Nobel Prize in Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,03-Jan,272,Individual,Hartmut Michel,18/07/1948,Ludwigsburg,West Germany,male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,,,
1988,Chemistry,The Nobel Prize in Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,03-Jan,270,Individual,Johann Deisenhofer,30/09/1943,Zusamaltheim,Germany,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,
1988,Chemistry,The Nobel Prize in Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,03-Jan,271,Individual,Robert Huber,20/02/1937,Munich,Germany,male,Max-Planck-Institut für Biochemie,Martinsried,Germany,,,
1988,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his pioneering contributions to the theory of markets and efficient utilization of resources,1,702,Individual,Maurice Allais,31/05/1911,Paris,France,male,École Nationale Supérieur des Mines de Paris,Paris,France,09/10/2010,Paris,France
1988,Literature,The Nobel Prize in Literature,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",1,665,Individual,Naguib Mahfouz,11/12/1911,Cairo,Egypt,male,,,,30/08/2006,Cairo,Egypt
1988,Peace,The Nobel Peace Prize,for preventing armed clashes and creating conditions for negotiations,1,550,Organization,United Nations Peacekeeping Forces,01/01/1948,"New York, NY",USA,,,,,,,
1988,Physics,The Nobel Prize in Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,03-Jan,134,Individual,Jack Steinberger,25/05/1921,Bad Kissingen,Germany,male,CERN,Geneva,Switzerland,12/12/2020,Geneva,Switzerland
1988,Physics,The Nobel Prize in Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,03-Jan,132,Individual,Leon M. Lederman,15/07/1922,"New York, NY",USA,male,Fermi National Accelerator Laboratory,"Batavia, IL",USA,03/10/2018,"Rexburg, ID",USA
1988,Physics,The Nobel Prize in Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,03-Jan,133,Individual,Melvin Schwartz,02/11/1932,"New York, NY",USA,male,"Digital Pathways, Inc.","Mountain View, CA",USA,28/08/2006,"Twin Falls, ID",USA
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of important principles for drug treatment,03-Jan,439,Individual,George H. Hitchings,18/04/1905,"Hoquiam, WA",USA,male,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,27/02/1998,"Chapel Hill, NC",USA
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of important principles for drug treatment,03-Jan,438,Individual,Gertrude B. Elion,23/01/1918,"New York, NY",USA,female,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,21/02/1999,"Chapel Hill, NC",USA
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of important principles for drug treatment,03-Jan,437,Individual,Sir James W. Black,14/06/1924,Uddingston,Scotland,male,"London University, King's College Hospital Medical School",London,United Kingdom,21/03/2010,,
1989,Chemistry,The Nobel Prize in Chemistry,for their discovery of catalytic properties of RNA,02-Jan,273,Individual,Sidney Altman,07/05/1939,Montreal,Canada,male,Yale University,"New Haven, CT",USA,05/04/2022,"Rockleigh, NJ",USA
1989,Chemistry,The Nobel Prize in Chemistry,for their discovery of catalytic properties of RNA,02-Jan,274,Individual,Thomas R. Cech,08/12/1947,"Chicago, IL",USA,male,University of Colorado,"Boulder, CO",USA,,,
1989,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,1,703,Individual,Trygve Haavelmo,13/12/1911,Skedsmo,Norway,male,University of Oslo,Oslo,Norway,26/07/1999,Oslo,Norway
1989,Literature,The Nobel Prize in Literature,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",1,666,Individual,Camilo José Cela,11/05/1916,Iria Flavia,Spain,male,,,,17/01/2002,Madrid,Spain
1989,Peace,The Nobel Peace Prize,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,1,551,Individual,The 14th Dalai Lama (Tenzin Gyatso),06/07/1935,Taktser,Tibet,male,,,,,,
1989,Physics,The Nobel Prize in Physics,for the development of the ion trap technique,04-Jan,136,Individual,Hans G. Dehmelt,09/09/1922,Görlitz,Prussia,male,University of Washington,"Seattle, WA",USA,07/03/2017,"Seattle, WA",USA
1989,Physics,The Nobel Prize in Physics,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,02-Jan,135,Individual,Norman F. Ramsey,27/08/1915,"Washington, D.C.",USA,male,Harvard University,"Cambridge, MA",USA,04/11/2011,"Wayland, MA",USA
1989,Physics,The Nobel Prize in Physics,for the development of the ion trap technique,04-Jan,137,Individual,Wolfgang Paul,10/08/1913,Lorenzkirch,Germany,male,University of Bonn,Bonn,Germany,07/12/1993,Bonn,Germany
1989,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes,02-Jan,441,Individual,Harold E. Varmus,18/12/1939,"Oceanside, NY",USA,male,University of California School of Medicine,"San Francisco, CA",USA,,,
1989,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes,02-Jan,440,Individual,J. Michael Bishop,22/02/1936,"York, PA",USA,male,University of California School of Medicine,"San Francisco, CA",USA,,,
1990,Chemistry,The Nobel Prize in Chemistry,for his development of the theory and methodology of organic synthesis,1,275,Individual,Elias James Corey,12/07/1928,"Methuen, MA",USA,male,Harvard University,"Cambridge, MA",USA,,,
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering work in the theory of financial economics,03-Jan,704,Individual,Harry M. Markowitz,24/08/1927,"Chicago, IL",USA,male,City University of New York,"New York, NY",USA,,,
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering work in the theory of financial economics,03-Jan,705,Individual,Merton H. Miller,16/05/1923,"Boston, MA",USA,male,University of Chicago,"Chicago, IL",USA,03/06/2000,"Chicago, IL",USA
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering work in the theory of financial economics,03-Jan,706,Individual,William F. Sharpe,16/06/1934,"Boston, MA",USA,male,Stanford University,"Stanford, CA",USA,,,
1990,Literature,The Nobel Prize in Literature,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",1,667,Individual,Octavio Paz,31/03/1914,Mexico City,Mexico,male,,,,19/04/1998,Mexico City,Mexico
1990,Peace,The Nobel Peace Prize,for the leading role he played in the radical changes in East-West relations,1,552,Individual,Mikhail Sergeyevich Gorbachev,02/03/1931,Privolnoye,USSR,male,,,,30/08/2022,Moscow,Russia
